Symbol,Name,LastSale,MarketCap,IPOyear,Sector,industry,Summary Quote
MSA,MSA Safety Incorporporated,56.23,$2.11B,n/a,Health Care,Industrial Specialties,http://www.nasdaq.com/symbol/msa
PII,Polaris Industries Inc.,75.79,$4.86B,n/a,Capital Goods,Industrial Specialties,http://www.nasdaq.com/symbol/pii
SNN,"Smith & Nephew SNATS, Inc.",30.74,$14.07B,n/a,Health Care,Industrial Specialties,http://www.nasdaq.com/symbol/snn
SPLP,Steel Partners Holdings LP,14.45,$377.91M,n/a,Capital Goods,Industrial Specialties,http://www.nasdaq.com/symbol/splp
STE,STERIS plc,69.56,$5.99B,n/a,Health Care,Industrial Specialties,http://www.nasdaq.com/symbol/ste
ZBH,"Zimmer Biomet Holdings, Inc.",127.15,$25.43B,n/a,Health Care,Industrial Specialties,http://www.nasdaq.com/symbol/zbh
ALJ,"Alon USA Energy, Inc.",8.45,$603.43M,2005,Energy,Integrated oil Companies,http://www.nasdaq.com/symbol/alj
ALDW,"Alon USA Partners, LP",8.14,$508.91M,2012,Energy,Integrated oil Companies,http://www.nasdaq.com/symbol/aldw
BP,BP p.l.c.,35.84,$112.27B,n/a,Energy,Integrated oil Companies,http://www.nasdaq.com/symbol/bp
BPT,BP Prudhoe Bay Royalty Trust,19.75,$422.65M,n/a,Energy,Integrated oil Companies,http://www.nasdaq.com/symbol/bpt
CVX,Chevron Corporation,101.08,$190.69B,n/a,Energy,Integrated oil Companies,http://www.nasdaq.com/symbol/cvx
SNP,China Petroleum & Chemical Corporation,74.15,$89.77B,n/a,Energy,Integrated oil Companies,http://www.nasdaq.com/symbol/snp
COP,ConocoPhillips,41.67,$51.61B,n/a,Energy,Integrated oil Companies,http://www.nasdaq.com/symbol/cop
CVI,CVR Energy Inc.,14.63,$1.27B,2007,Energy,Integrated oil Companies,http://www.nasdaq.com/symbol/cvi
CVRR,"CVR Refining, LP",8.78,$1.3B,2013,Energy,Integrated oil Companies,http://www.nasdaq.com/symbol/cvrr
DK,"Delek US Holdings, Inc.",17.32,$1.07B,2006,Energy,Integrated oil Companies,http://www.nasdaq.com/symbol/dk
XOM,Exxon Mobil Corporation,86.54,$358.85B,n/a,Energy,Integrated oil Companies,http://www.nasdaq.com/symbol/xom
HES,Hess Corporation,51.7,$16.37B,n/a,Energy,Integrated oil Companies,http://www.nasdaq.com/symbol/hes
HFC,HollyFrontier Corporation,23.57,$4.16B,n/a,Energy,Integrated oil Companies,http://www.nasdaq.com/symbol/hfc
MPC,Marathon Petroleum Corporation,41.65,$22.02B,n/a,Energy,Integrated oil Companies,http://www.nasdaq.com/symbol/mpc
PBF,PBF Energy Inc.,19.82,$1.94B,2012,Energy,Integrated oil Companies,http://www.nasdaq.com/symbol/pbf
PSX,Phillips 66,79.31,$41.47B,n/a,Energy,Integrated oil Companies,http://www.nasdaq.com/symbol/psx
STO,Statoil ASA,16.7,$53.25B,n/a,Energy,Integrated oil Companies,http://www.nasdaq.com/symbol/sto
SU,Suncor Energy  Inc.,28.43,$47.32B,n/a,Energy,Integrated oil Companies,http://www.nasdaq.com/symbol/su
TSO,Tesoro Corporation,81.66,$9.7B,n/a,Energy,Integrated oil Companies,http://www.nasdaq.com/symbol/tso
TREC,Trecora Resources,10.33,$253.16M,n/a,Energy,Integrated oil Companies,http://www.nasdaq.com/symbol/trec
VLO,Valero Energy Corporation,53.79,$24.82B,n/a,Energy,Integrated oil Companies,http://www.nasdaq.com/symbol/vlo
WNR,"Western Refining, Inc.",27.28,$2.96B,2006,Energy,Integrated oil Companies,http://www.nasdaq.com/symbol/wnr
YPF,YPF Sociedad Anonima,18.86,$7.42B,1993,Energy,Integrated oil Companies,http://www.nasdaq.com/symbol/ypf
AC,"Associated Capital Group, Inc.",34.88,$886.93M,2015,Finance,Investment Bankers/Brokers/Service,http://www.nasdaq.com/symbol/ac
BGCA,"BGC Partners, Inc.",26.12,n/a,2012,Finance,Investment Bankers/Brokers/Service,http://www.nasdaq.com/symbol/bgca
BLK,"BlackRock, Inc.",354.91,$57.74B,1999,Finance,Investment Bankers/Brokers/Service,http://www.nasdaq.com/symbol/blk
CS,Credit Suisse Group,13.04,$27.14B,n/a,Finance,Investment Bankers/Brokers/Service,http://www.nasdaq.com/symbol/cs
GCAP,"GAIN Capital Holdings, Inc.",5.7,$277.24M,2010,Finance,Investment Bankers/Brokers/Service,http://www.nasdaq.com/symbol/gcap
GBL,"Gamco Investors, Inc.",29.25,$870.9M,1999,Finance,Investment Bankers/Brokers/Service,http://www.nasdaq.com/symbol/gbl
GS,"Goldman Sachs Group, Inc. (The)",170.52,$69.14B,1999,Finance,Investment Bankers/Brokers/Service,http://www.nasdaq.com/symbol/gs
GSJ,"Goldman Sachs Group, Inc. (The)",25.74,n/a,2011,Finance,Investment Bankers/Brokers/Service,http://www.nasdaq.com/symbol/gsj
GHL,"Greenhill & Co., Inc.",23.07,$683.22M,2004,Finance,Investment Bankers/Brokers/Service,http://www.nasdaq.com/symbol/ghl
ICE,Intercontinental Exchange Inc.,271.29,$32.32B,2005,Finance,Investment Bankers/Brokers/Service,http://www.nasdaq.com/symbol/ice
ITG,"Investment Technology Group, Inc.",16.08,$529.15M,n/a,Finance,Investment Bankers/Brokers/Service,http://www.nasdaq.com/symbol/itg
JMP,JMP Group LLC,5.5,$116.63M,2007,Finance,Investment Bankers/Brokers/Service,http://www.nasdaq.com/symbol/jmp
JMPB,JMP Group LLC,25.47,n/a,n/a,Finance,Investment Bankers/Brokers/Service,http://www.nasdaq.com/symbol/jmpb
JMPC,JMP Group LLC,25.6499,n/a,2014,Finance,Investment Bankers/Brokers/Service,http://www.nasdaq.com/symbol/jmpc
KCG,"KCG Holdings, Inc.",15.12,$1.31B,n/a,Finance,Investment Bankers/Brokers/Service,http://www.nasdaq.com/symbol/kcg
MS,Morgan Stanley,32.07,$61.31B,n/a,Finance,Investment Bankers/Brokers/Service,http://www.nasdaq.com/symbol/ms
NMR,Nomura Holdings Inc ADR,4.38,$15.71B,n/a,Finance,Investment Bankers/Brokers/Service,http://www.nasdaq.com/symbol/nmr
OPY,"Oppenheimer Holdings, Inc.",14.73,$196.91M,n/a,Finance,Investment Bankers/Brokers/Service,http://www.nasdaq.com/symbol/opy
PJC,Piper Jaffray Companies,50.51,$768.5M,n/a,Finance,Investment Bankers/Brokers/Service,http://www.nasdaq.com/symbol/pjc
RJD,"Raymond James Financial, Inc.",25.91,n/a,n/a,Finance,Investment Bankers/Brokers/Service,http://www.nasdaq.com/symbol/rjd
RJF,"Raymond James Financial, Inc.",58.2,$8.25B,n/a,Finance,Investment Bankers/Brokers/Service,http://www.nasdaq.com/symbol/rjf
SF,Stifel Financial Corporation,38.6,$2.56B,n/a,Finance,Investment Bankers/Brokers/Service,http://www.nasdaq.com/symbol/sf
SF^A,Stifel Financial Corporation,27.87,n/a,n/a,Finance,Investment Bankers/Brokers/Service,http://www.nasdaq.com/symbol/sf^a
SCHW,The Charles Schwab Corporation,31.97,$42.3B,n/a,Finance,Investment Bankers/Brokers/Service,http://www.nasdaq.com/symbol/schw
WDR,"Waddell & Reed Financial, Inc.",17.45,$1.45B,1998,Finance,Investment Bankers/Brokers/Service,http://www.nasdaq.com/symbol/wdr
AMG,"Affiliated Managers Group, Inc.",142.34,$7.67B,n/a,Finance,Investment Managers,http://www.nasdaq.com/symbol/amg
MGR,"Affiliated Managers Group, Inc.",26.16,n/a,2012,Finance,Investment Managers,http://www.nasdaq.com/symbol/mgr
AB,AllianceBernstein Holding L.P.,21.95,$2.12B,n/a,Finance,Investment Managers,http://www.nasdaq.com/symbol/ab
AMP,"AMERIPRISE FINANCIAL SERVICES, INC.",97.08,$15.67B,n/a,Finance,Investment Managers,http://www.nasdaq.com/symbol/amp
APO,"Apollo Global Management, LLC",17.9,$7.17B,2011,Finance,Investment Managers,http://www.nasdaq.com/symbol/apo
ARES,Ares Management L.P.,18,$3.84B,2014,Finance,Investment Managers,http://www.nasdaq.com/symbol/ares
APAM,Artisan Partners Asset Management Inc.,27.61,$2.06B,2013,Finance,Investment Managers,http://www.nasdaq.com/symbol/apam
CNS,Cohen & Steers Inc,38.81,$1.78B,2004,Finance,Investment Managers,http://www.nasdaq.com/symbol/cns
EV,Eaton Vance Corporation,37.21,$4.21B,n/a,Finance,Investment Managers,http://www.nasdaq.com/symbol/ev
EVR,Evercore Partners Inc,52.08,$2.02B,2006,Finance,Investment Managers,http://www.nasdaq.com/symbol/evr
FII,"Federated Investors, Inc.",27.62,$2.85B,1998,Finance,Investment Managers,http://www.nasdaq.com/symbol/fii
FIG,Fortress Investment Group LLC,5.08,$1.96B,2007,Finance,Investment Managers,http://www.nasdaq.com/symbol/fig
BEN,"Franklin Resources, Inc.",34.09,$19.64B,n/a,Finance,Investment Managers,http://www.nasdaq.com/symbol/ben
HLI,"Houlihan Lokey, Inc.",24.73,$1.65B,2015,Finance,Investment Managers,http://www.nasdaq.com/symbol/hli
IVZ,Invesco Plc,29.91,$12.26B,n/a,Finance,Investment Managers,http://www.nasdaq.com/symbol/ivz
JNS,"Janus Capital Group, Inc",14.21,$2.61B,n/a,Finance,Investment Managers,http://www.nasdaq.com/symbol/jns
KKR,KKR & Co. L.P.,13.75,$6.12B,n/a,Finance,Investment Managers,http://www.nasdaq.com/symbol/kkr
LAZ,Lazard Ltd.,34.37,$4.27B,2005,Finance,Investment Managers,http://www.nasdaq.com/symbol/laz
LM,"Legg Mason, Inc.",31.95,$3.31B,n/a,Finance,Investment Managers,http://www.nasdaq.com/symbol/lm
LMHA,"Legg Mason, Inc.",26.39,n/a,2016,Finance,Investment Managers,http://www.nasdaq.com/symbol/lmha
MN,"Manning & Napier, Inc.",7.55,$113.51M,2011,Finance,Investment Managers,http://www.nasdaq.com/symbol/mn
MDLX,Medley Capital Corporation,24.25,n/a,2016,Finance,Investment Managers,http://www.nasdaq.com/symbol/mdlx
MDLY,Medley Management Inc.,9.04,$263.16M,2014,Finance,Investment Managers,http://www.nasdaq.com/symbol/mdly
MC,Moelis & Company,24.6,$1.27B,2014,Finance,Investment Managers,http://www.nasdaq.com/symbol/mc
NOAH,Noah Holdings Ltd.,25.02,$1.4B,2010,Finance,Investment Managers,http://www.nasdaq.com/symbol/noah
OAK,"Oaktree Capital Group, LLC",40.58,$6.29B,2012,Finance,Investment Managers,http://www.nasdaq.com/symbol/oak
OZM,Och-Ziff Capital Management Group LLC,3.44,$1.65B,2007,Finance,Investment Managers,http://www.nasdaq.com/symbol/ozm
OMAA,OM Asset Management plc,24.53,n/a,2016,Finance,Investment Managers,http://www.nasdaq.com/symbol/omaa
OMAM,OM Asset Management plc,13.92,$1.67B,2014,Finance,Investment Managers,http://www.nasdaq.com/symbol/omam
PJT,PJT Partners Inc.,26.37,$473.78M,2015,Finance,Investment Managers,http://www.nasdaq.com/symbol/pjt
PZN,Pzena Investment Management Inc,7.7,$517.7M,2007,Finance,Investment Managers,http://www.nasdaq.com/symbol/pzn
BX,The Blackstone Group L.P.,23.68,$28.24B,2007,Finance,Investment Managers,http://www.nasdaq.com/symbol/bx
WHG,Westwood Holdings Group Inc,50.71,$448.67M,n/a,Finance,Investment Managers,http://www.nasdaq.com/symbol/whg
AEB,Aegon NV,24.694,n/a,n/a,Finance,Life Insurance,http://www.nasdaq.com/symbol/aeb
AED,Aegon NV,25.67,n/a,n/a,Finance,Life Insurance,http://www.nasdaq.com/symbol/aed
AEG,Aegon NV,4.06,$8.56B,n/a,Finance,Life Insurance,http://www.nasdaq.com/symbol/aeg
AEH,Aegon NV,25.47,n/a,n/a,Finance,Life Insurance,http://www.nasdaq.com/symbol/aeh
AEK,Aegon NV,26.89,n/a,n/a,Finance,Life Insurance,http://www.nasdaq.com/symbol/aek
AEL,American Equity Investment Life Holding Company,17.87,$1.57B,2003,Finance,Life Insurance,http://www.nasdaq.com/symbol/ael
AV,Aviva plc,10.97,$22.26B,n/a,Finance,Life Insurance,http://www.nasdaq.com/symbol/av
AVV,Aviva plc,25.67,n/a,2011,Finance,Life Insurance,http://www.nasdaq.com/symbol/avv
LFC,China Life Insurance Company Limited,13.31,$75.24B,2003,Finance,Life Insurance,http://www.nasdaq.com/symbol/lfc
CIA,"Citizens, Inc.",8.73,$437.21M,n/a,Finance,Life Insurance,http://www.nasdaq.com/symbol/cia
EMG,"Emergent Capital, Inc.",2.55,$70.85M,2011,Finance,Life Insurance,http://www.nasdaq.com/symbol/emg
FFG,"FBL Financial Group, Inc.",64.44,$1.6B,1996,Finance,Life Insurance,http://www.nasdaq.com/symbol/ffg
FGL,Fidelity and Guaranty Life,22.95,$1.35B,2013,Finance,Life Insurance,http://www.nasdaq.com/symbol/fgl
GNW,Genworth Financial Inc,5.05,$2.52B,2004,Finance,Life Insurance,http://www.nasdaq.com/symbol/gnw
IHC,Independence Holding Company,17.15,$294.48M,n/a,Finance,Life Insurance,http://www.nasdaq.com/symbol/ihc
LNC,Lincoln National Corporation,48.9,$11.38B,n/a,Finance,Life Insurance,http://www.nasdaq.com/symbol/lnc
MFC,Manulife Financial Corp,14.57,$28.75B,n/a,Finance,Life Insurance,http://www.nasdaq.com/symbol/mfc
MET,"MetLife, Inc.",46.89,$51.53B,2000,Finance,Life Insurance,http://www.nasdaq.com/symbol/met
PRI,"Primerica, Inc.",56,$2.6B,2010,Finance,Life Insurance,http://www.nasdaq.com/symbol/pri
PFK,"Prudential Financial, Inc.",25.78,n/a,n/a,Finance,Life Insurance,http://www.nasdaq.com/symbol/pfk
PJH,"Prudential Financial, Inc.",26.0201,n/a,n/a,Finance,Life Insurance,http://www.nasdaq.com/symbol/pjh
PRH,"Prudential Financial, Inc.",25.93,n/a,n/a,Finance,Life Insurance,http://www.nasdaq.com/symbol/prh
PRU,"Prudential Financial, Inc.",84.43,$36.9B,2001,Finance,Life Insurance,http://www.nasdaq.com/symbol/pru
PUK,Prudential Public Limited Company,33.96,$43.68B,n/a,Finance,Life Insurance,http://www.nasdaq.com/symbol/puk
RGA,"Reinsurance Group of America, Incorporated",109.85,$7.04B,n/a,Finance,Life Insurance,http://www.nasdaq.com/symbol/rga
RZA,"Reinsurance Group of America, Incorporated",28.87,n/a,n/a,Finance,Life Insurance,http://www.nasdaq.com/symbol/rza
RZB,"Reinsurance Group of America, Incorporated",28.36,n/a,2016,Finance,Life Insurance,http://www.nasdaq.com/symbol/rzb
SLF,Sun Life Financial Inc.,33.09,$20.28B,n/a,Finance,Life Insurance,http://www.nasdaq.com/symbol/slf
TMK,Torchmark Corporation,63.74,$7.63B,n/a,Finance,Life Insurance,http://www.nasdaq.com/symbol/tmk
VOYA,"Voya Financial, Inc.",30.27,$6.06B,2013,Finance,Life Insurance,http://www.nasdaq.com/symbol/voya
ASB,Associated Banc-Corp,19.25,$2.9B,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/asb
BANC,"Banc of California, Inc.",16.5,$820.46M,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/banc
BBD,Banco Bradesco Sa,9.65,$53.38B,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/bbd
BBDO,Banco Bradesco Sa,9.25,$51.17B,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/bbdo
BXS,"BancorpSouth, Inc.",22.66,$2.14B,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/bxs
BAC,Bank of America Corporation,16,$163.28B,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/bac
BAC^W,Bank of America Corporation,26.85,n/a,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/bac^w
BAC^Y,Bank of America Corporation,26.74,n/a,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/bac^y
BOH,Bank of Hawaii Corporation,73.26,$3.14B,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/boh
BK,Bank Of New York Mellon Corporation (The),39.47,$42.14B,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/bk
BNS,Bank of Nova Scotia (The),53.42,$64.39B,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/bns
BBT,BB&T Corporation,37.89,$30.86B,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/bbt
COF,Capital One Financial Corporation,71.53,$36.2B,1994,Finance,Major Banks,http://www.nasdaq.com/symbol/cof
COF^C,Capital One Financial Corporation,26.63,n/a,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/cof^c
BLW,Citigroup Inc.,15.3728,$568.85M,2003,Finance,Major Banks,http://www.nasdaq.com/symbol/blw
C,Citigroup Inc.,48.61,$141.23B,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/c
C^K,Citigroup Inc.,28.32,n/a,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/c^k
C^N,Citigroup Inc.,26.28,n/a,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/c^n
CFG,"Citizens Financial Group, Inc.",24.79,$12.88B,2014,Finance,Major Banks,http://www.nasdaq.com/symbol/cfg
CMA,Comerica Incorporated,48.4,$8.42B,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/cma
CBU,"Community Bank System, Inc.",47.48,$2.1B,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/cbu
CPF,CPB Inc.,24.67,$764.5M,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/cpf
CFR,"Cullen/Frost Bankers, Inc.",72.11,$4.48B,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/cfr
CUBI,"Customers Bancorp, Inc",24.63,$672.21M,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/cubi
CUBS,"Customers Bancorp, Inc",26.7817,n/a,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/cubs
DKT,Deutsch Bk Contingent Cap Tr V,24.48,n/a,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/dkt
DB,Deutsche Bank AG,13.43,$18.36B,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/db
DTK,Deutsche Bank AG,23.64,n/a,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/dtk
DXB,Deutsche Bank AG,22.71,n/a,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/dxb
FNB,F.N.B. Corporation,12.3,$2.58B,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/fnb
FBK,FB Financial Corporation,21.55,$497.86M,2016,Finance,Major Banks,http://www.nasdaq.com/symbol/fbk
FCB,"FCB Financial Holdings, Inc.",37.46,$1.52B,2014,Finance,Major Banks,http://www.nasdaq.com/symbol/fcb
FBP,First BanCorp.,5.29,$1.15B,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/fbp
FCF,First Commonwealth Financial Corporation,9.78,$869.93M,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/fcf
FHN,First Horizon National Corporation,14.81,$3.44B,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/fhn
FSB,"Franklin Financial Network, Inc.",35.86,$383.78M,2015,Finance,Major Banks,http://www.nasdaq.com/symbol/fsb
GWB,"Great Western Bancorp, Inc.",32.83,$1.93B,2014,Finance,Major Banks,http://www.nasdaq.com/symbol/gwb
HTH,Hilltop Holdings Inc.,23.15,$2.28B,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/hth
ITUB,Itau Unibanco Banco Holding SA,12.2,$72.34B,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/itub
JPM,J P Morgan Chase & Co,67.52,$243.88B,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/jpm
JPM^A,J P Morgan Chase & Co,25.93,n/a,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/jpm^a
JPM^H,J P Morgan Chase & Co,26.76,n/a,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/jpm^h
KEY,KeyCorp,12.52,$13.55B,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/key
MTB,M&T Bank Corporation,113.87,$17.85B,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/mtb
MSL,MidSouth Bancorp,10.2,$115.9M,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/msl
MFG,"Mizuho Financial Group, Inc.",3.2,$40.04B,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/mfg
NBHC,National Bank Holdings Corporation,23.03,$677.93M,2012,Finance,Major Banks,http://www.nasdaq.com/symbol/nbhc
OFG,OFG Bancorp,9.75,$428.16M,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/ofg
OFG^A,OFG Bancorp,23.32,n/a,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/ofg^a
PNC,"PNC Financial Services Group, Inc. (The)",88.03,$43.26B,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/pnc
PVTD,"PrivateBancorp, Inc.",25.92,n/a,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/pvtd
PB,"Prosperity Bancshares, Inc.",54.39,$3.78B,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/pb
RF,Regions Financial Corporation,10.05,$12.61B,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/rf
SHG,Shinhan Financial Group Co Ltd,36.68,$17.39B,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/shg
STT,State Street Corporation,69.01,$26.91B,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/stt
STL,Sterling Bancorp,17.3,$2.26B,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/stl
SCNB,Suffolk Bancorp,33.97,$404.12M,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/scnb
STI,"SunTrust Banks, Inc.",45.03,$22.32B,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/sti
SNV,Synovus Financial Corp.,32.02,$3.94B,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/snv
TCB,TCF Financial Corporation,14.25,$2.44B,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/tcb
USB,U.S. Bancorp,42.85,$73.34B,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/usb
USB^A,U.S. Bancorp,880,n/a,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/usb^a
UBS,UBS AG,13.42,$49.74B,2014,Finance,Major Banks,http://www.nasdaq.com/symbol/ubs
VLY,Valley National Bancorp,9.54,$2.43B,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/vly
VLY^A,Valley National Bancorp,28.72,n/a,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/vly^a
WFC,Wells Fargo & Company,44.71,$225.59B,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/wfc
WAL,Western Alliance Bancorporation,37.31,$3.92B,2005,Finance,Major Banks,http://www.nasdaq.com/symbol/wal
WALA,Western Alliance Bancorporation,25.35,n/a,2016,Finance,Major Banks,http://www.nasdaq.com/symbol/wala
YDKN,Yadkin Financial Corporation,26.28,$1.36B,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/ydkn
ZBK,Zions Bancorporation,29.6732,n/a,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/zbk
ASIX,AdvanSix Inc.,15.62,$476.41M,2016,Basic Industries,Major Chemicals,http://www.nasdaq.com/symbol/asix
APD,"Air Products and Chemicals, Inc.",132.65,$28.73B,n/a,Basic Industries,Major Chemicals,http://www.nasdaq.com/symbol/apd
ALB,Albemarle Corporation,80.86,$9.09B,n/a,Basic Industries,Major Chemicals,http://www.nasdaq.com/symbol/alb
BIOA,BioAmber Inc.,4.46,$128.61M,2013,Basic Industries,Major Chemicals,http://www.nasdaq.com/symbol/bioa
BAK,Braskem S.A.,16.95,$6.75B,n/a,Basic Industries,Major Chemicals,http://www.nasdaq.com/symbol/bak
CBT,Cabot Corporation,50.75,$3.17B,n/a,Basic Industries,Major Chemicals,http://www.nasdaq.com/symbol/cbt
CCC,Calgon Carbon Corporation,15.78,$798.85M,n/a,Basic Industries,Major Chemicals,http://www.nasdaq.com/symbol/ccc
CE,Celanese Corporation,63.37,$9.17B,2005,Basic Industries,Major Chemicals,http://www.nasdaq.com/symbol/ce
CC,Chemours Company (The),14.93,$2.71B,2015,Basic Industries,Major Chemicals,http://www.nasdaq.com/symbol/cc
CHMT,Chemtura Corp.,32.78,$2.07B,n/a,Basic Industries,Major Chemicals,http://www.nasdaq.com/symbol/chmt
DOW,Dow Chemical Company (The),53.38,$60.15B,n/a,Basic Industries,Major Chemicals,http://www.nasdaq.com/symbol/dow
DD,E.I. du Pont de Nemours and Company,69.03,$60.35B,n/a,Basic Industries,Major Chemicals,http://www.nasdaq.com/symbol/dd
DD^A,E.I. du Pont de Nemours and Company,93.85,n/a,n/a,Basic Industries,Major Chemicals,http://www.nasdaq.com/symbol/dd^a
DD^B,E.I. du Pont de Nemours and Company,106.55,n/a,n/a,Basic Industries,Major Chemicals,http://www.nasdaq.com/symbol/dd^b
EMN,Eastman Chemical Company,63.73,$9.41B,n/a,Basic Industries,Major Chemicals,http://www.nasdaq.com/symbol/emn
FTK,"Flotek Industries, Inc.",13.81,$781.76M,n/a,Basic Industries,Major Chemicals,http://www.nasdaq.com/symbol/ftk
FMC,FMC Corporation,46.56,$6.23B,n/a,Basic Industries,Major Chemicals,http://www.nasdaq.com/symbol/fmc
FF,FutureFuel Corp.,11.47,$501.48M,n/a,Basic Industries,Major Chemicals,http://www.nasdaq.com/symbol/ff
GCP,GCP Applied Technologies Inc.,25.65,$1.82B,2016,Basic Industries,Major Chemicals,http://www.nasdaq.com/symbol/gcp
HXL,Hexcel Corporation,42.2,$3.9B,n/a,Basic Industries,Major Chemicals,http://www.nasdaq.com/symbol/hxl
HUN,Huntsman Corporation,15.88,$3.78B,2005,Basic Industries,Major Chemicals,http://www.nasdaq.com/symbol/hun
NGVT,Ingevity Corporation,42.64,$1.8B,2016,Basic Industries,Major Chemicals,http://www.nasdaq.com/symbol/ngvt
IFF,"Internationa Flavors & Fragrances, Inc.",129.31,$10.29B,n/a,Basic Industries,Major Chemicals,http://www.nasdaq.com/symbol/iff
KMG,"KMG Chemicals, Inc.",29.2,$342.69M,n/a,Basic Industries,Major Chemicals,http://www.nasdaq.com/symbol/kmg
KRA,Kraton Corporation,33.26,$1.03B,2009,Basic Industries,Major Chemicals,http://www.nasdaq.com/symbol/kra
KRO,Kronos Worldwide Inc,7.51,$870.36M,n/a,Basic Industries,Major Chemicals,http://www.nasdaq.com/symbol/kro
LXU,Lsb Industries Inc.,5.5,$153.65M,n/a,Basic Industries,Major Chemicals,http://www.nasdaq.com/symbol/lxu
LXFR,Luxfer Holdings PLC,9.91,$260.63M,2012,Basic Industries,Major Chemicals,http://www.nasdaq.com/symbol/lxfr
LYB,LyondellBasell Industries NV,79.55,$33.07B,n/a,Basic Industries,Major Chemicals,http://www.nasdaq.com/symbol/lyb
MTX,Minerals Technologies Inc.,67.58,$2.35B,1992,Basic Industries,Major Chemicals,http://www.nasdaq.com/symbol/mtx
NEU,NewMarket Corporation,405.25,$4.8B,n/a,Basic Industries,Major Chemicals,http://www.nasdaq.com/symbol/neu
NL,"NL Industries, Inc.",3.89,$189.47M,n/a,Basic Industries,Major Chemicals,http://www.nasdaq.com/symbol/nl
OCIP,OCI Partners LP,5.845,$508.5M,2013,Basic Industries,Major Chemicals,http://www.nasdaq.com/symbol/ocip
OLN,Olin Corporation,20.14,$3.33B,n/a,Basic Industries,Major Chemicals,http://www.nasdaq.com/symbol/oln
OEC,Orion Engineered Carbons S.A,18.11,$1.07B,2014,Basic Industries,Major Chemicals,http://www.nasdaq.com/symbol/oec
PAH,Platform Specialty Products Corporation,7.17,$1.65B,2014,Basic Industries,Major Chemicals,http://www.nasdaq.com/symbol/pah
POL,PolyOne Corporation,31.24,$2.63B,n/a,Basic Industries,Major Chemicals,http://www.nasdaq.com/symbol/pol
